"['Comedy', 'Drama', 'Horror', 'Mystery & Suspense']",2000-04-13T17:00:00-07:00,R,Lions Gate Films,P97M,"
    Patrick Bateman is young, white, beautiful, ivy leagued, and indistinguishable from his Wall Street colleagues. Shielded by conformity, privilege, and wealth, Bateman is also the ultimate serial killer, roaming freely and fearlessly. His murderous impulses are fueled by zealous materialism and piercing envy when he discovers someone else has acquired more than he has. After a colleague presents a business card superior in ink and paper to his, Bateman's blood thirst sharpens, and he steps up his homicidal activities to a frenzied pitch. Hatchets fly, butcher knives chop, chainsaws rip, and surgical instruments mutilate-how far will Bateman go? How much can he get away with?",68
"['Drama', 'Mystery & Suspense']",2000-10-19T17:00:00-07:00,R,Silver Nitrate,P94M,"
    Ron Decker is a 21-year-old who has just been smacked with a lengthy prison sentence for drug trafficking. Not confident that he can get through prison on his own, he turns to hardened criminal and ex-gang leader Earl Copen for guidance and protection. When Earl sees a bit of himself in Ron that's worth saving, an odd relationship between the two men is forged -- one that has serious consequences for them both.",82
"['Action & Adventure', 'Drama', 'Mystery & Suspense']",2000-08-24T17:00:00-07:00,R,Warner Bros. Pictures,P120M,"
    Ruthless terrorists are threatening to bring down the United Nations. They frame the one man they believe can stop them - an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",16
"['Drama', 'Romance']",2000-08-10T17:00:00-07:00,PG13,MGM,P103M,"
    Successful restaurateur Will Keane is on the verge of turning fifty, yet he's still quite the playboy with a persistent case of commitment-phobia. When he meets Charlotte Fielding, a free spirited woman half his age, he expects another quick and easy romance. But their nothing about their relationship is quick or easy. Instead their encounters are rife with intergenerational clashes, differing philosophies and an urgent sense of sensuality and connection. Just when Will is tempted to bail out with his usual line about ""not promising forever,"" Charlotte responds with reasons of her own about why she feels this relationship can't last forever -- she's dying.",19
"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']",2000-09-14T17:00:00-07:00,R,Warner Bros. Pictures,P119M,"
    In this action comedy, a crook trying to go straight finds himself lured back to crime by the police, without his even knowing it. When master criminals Jasper (Robert Pastorelli) and Bristol (Doug Hutchison) pull a heist that nets $40 million in gold but leaves behind several dead policemen, detective Edgar Clenteen (David Morse) pulls out all the stops to put the thief behind bars. Jasper is jailed and ends up sharing a cell with Alvin Sanders (Jamie Foxx), a habitual small-time criminal who was brought in after a bungled robbery of a seafood wholesaler. Jasper, who has a weak heart, suffers a heart attack in jail, and as he dies, he gives Alvin a message to pass along to his wife. Eager to track down Bristol, who still has the gold, Clenteen has Alvin secretly implanted with an experimental tracking device, and then lets him go free, while spreading the word on the street that Jasper told him where the gold was stashed shortly before his death. While Alvin makes an effort to start his life over and get a straight job, Clenteen and his staff are electronically following his every move, waiting for Bristol and his associates to track him down. Bait was directed by Antoine Fuqua, whose previous credit was the stylish crime thriller The Replacement Killers.",26
"['Comedy', 'Drama', 'Television']",2000-10-05T17:00:00-07:00,R,New Line Cinema,P135M,"
    Pierre Delacroix is a hip, young, Harvard-educated writer who is the sole person of color working for an upstart network with floundering ratings. Despite several attempts, Delacroix has yet to see any of his concepts go into production. Now his boss, the ratings-hungry, culture-vulture Dunwitty, issues him a searing ultimatum: come up with a hot, trend-setting, headline-making, urban hit or get fired. Feeling doomed, Delacroix decides to present the most outrageous, unbelievable farce of stereotypical comedy he can imagine - hearkening back to the old days of ""black-face"" minstrels with a variety show featuring Manray, a homeless tap dancer, and his sidekick Womack. Incredibly, Delacroix's spoof turns into a ratings bonanza, a cultural phenomenon that has the media pundits raving and audiences of all types howling.",48
"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",2000-05-11T17:00:00-07:00,PG13,Warner Bros. Pictures,P118M,"
    When an alien race called the Psyclos turns the Earth into a mining colony, it's up to rebel hero, Johnny Goodboy, to lead a revolt and save the planet from the giant alien species.",3
"['Action & Adventure', 'Horror', 'Science Fiction & Fantasy']",2000-05-11T17:00:00-07:00,PG13,Warner Bros. Pictures,P118M,"
    When an alien race called the Psyclos turns the Earth into a mining colony, it's up to rebel hero, Johnny Goodboy, to lead a revolt and save the planet from the giant alien species.",3
"['Comedy', 'Drama']",2000-06-08T17:00:00-07:00,R,Sony Pictures Home Entertainment,P100M,"
    A dying man finds that horses, blondes, and the Mob may end his life faster than cancer in this dark comedy from the U.K. Joe (Billy Connolly) is a regular guy who runs a flower shop and has never had much in the way of good luck. Things seem to be grim for Joe when he's diagnosed with a brain tumor, but a bit of good fortune appears on the horizon when he wins a jackpot at the racetrack. However, Hush (Sharon Stone), an exotic dancer who has fallen deeply in debt to a gang of thugs, steals Joe's newly won fortune to pay them off. Joe gets his money back by explaining to the gangsters what happened, but only because they mistake him for a syndicate kingpin they've heard about but never met. When the gangsters discover that Joe is a florist and not a career criminal, they find the situation less than amusing. Beautiful Joe also stars Ian Holm, Gil Bellows, and Jurnee Smollett. While the film enjoyed a theatrical run in Europe, it debuted in America on the Cinemax premium cable network.",60
['Comedy'],2000-09-28T17:00:00-07:00,PG13,Warner Bros. Pictures,P91M,"
    A ""behind the scenes"" look into the highly competitive and cut-throat world of dog-shows through the eyes of a group of ruthless dog owners including: yuppies Hamilton and Meg Swan and their neurotic weimeraner ""Beatrice""; mild-mannered menswear salesman Gerry and Cookie Fleck, whose Norwich terrier's registered name is ""Champion Thank You Neil Sedaka""; fly-fishing shop owner Harlan Pepper and his beloved bloodhound ""Hubert""; New Yorker Scott Donlon and his longtime hairdresser partner, Stefan Vanderhoof, who anticipate the crown for their pampered shih tzus ""Miss Agnes"" and ""Tyrone""; and the champion poodle ""Rhapsody in White"" who might just snare the title for the third year running.",94
['Drama'],2001-01-11T16:00:00-08:00,R,Fine Line Features,P125M,"
    This is the story of Cuban poet and novelist Reinaldo Arenas. Raised in the Oriente Province of Cuba in the 1940s, Arenas began his life-long love of the sea and water. Leaving home as a young adolescent, he moves to Havana where he finds himself swept up in the revolutionary spirit and joins a circle of writers and artists. His first novel, ""Singing from the Well,"" is published in Cuba, but as Castro's oppressive regime gathers force, Arenas' homosexuality and political writing make him a target. After being falsely accused of molestation, Arenas is arrested and imprisoned at El Morro. Eventually released from prison after dehumanizing treatment, Arenas flees Cuba in the 1980 Mariel Harbor boatlift. After moving to New York with his friend Lazaro Gomez Carilles, Arenas' hopes for a new life are destroyed by AIDS, and he dies in 1993, at the age of 45.",73
"['Action & Adventure', 'Comedy']",2000-06-01T17:00:00-07:00,PG13,20th Century Fox,P99M,"
    In this comedy, a cop assumes a new identity in his valiant battle against crime: an elderly grandmother! Malcolm Turner (Martin Lawrence) is an FBI agent who is a master of disguise and will stop at nothing to get his man. When a bank robber escapes from prison and goes on a violent crime spree, Malcolm is assigned to bring him in. The thief's girlfriend Sherry (Nia Long), who is also the mother of his child, lives in a small Southern town, and Malcolm plans to set up a stake-out in the house across the street from Sherry's. However, the house is owned by Big Momma (Ella Mitchell), an older woman with a sharp tongue and no patience for back talk, and when Big Momma has to leave town, it leaves her house suspiciously empty. Determined to maintain his cover, Malcolm disguises himself as Big Momma, and now has to convince Sherry (and everyone else in the neighborhood) that Big Momma's still in town. Big Momma's House gained considerable pre-production publicity when Lawrence fell into a coma while jogging in a heat wave before the film's start date; Lawrence claimed that he was trying to lose weight to fit more comfortably into his character's ""fat suit."" ~ Mark Deming, Rovi",30
"['Art House & International', 'Comedy']",2000-01-25T16:00:00-08:00,R,WARNER BROTHERS PICTURES,P86M,"
    Craig Ferguson, best known to American audiences as Mr. Wick, the conniving boss who loves to fire people on The Drew Carey Show, co-wrote and starred in this mock-documentary about Crawford Mackenzie, Scotland's leading hairdresser. When Crawford receives an invitation to Los Angeles for the World Freestyle Hairstyling Championships, he eagerly hops the first flight to America, with a camera crew in tow to record his triumphant debut in the States. Once he arrives, he learns that he was invited to attend and observe but not to compete. Crawford is at first dejected, but he refuses to take the humiliation lying down; one way or another, Crawford is determined to show off his talents for the greater glory of Scottish hair styling. The supporting cast includes Mary McCormack, Sara Gilbert, Larry Miller, and Charles Napier; director Kevin Allen previously helmed the offbeat Scottish comedy Twin Town.",56
['Comedy'],2000-09-28T17:00:00-07:00,PG13,Warner Bros. Pictures,P91M,"
    A ""behind the scenes"" look into the highly competitive and cut-throat world of dog-shows through the eyes of a group of ruthless dog owners including: yuppies Hamilton and Meg Swan and their neurotic weimeraner ""Beatrice""; mild-mannered menswear salesman Gerry and Cookie Fleck, whose Norwich terrier's registered name is ""Champion Thank You Neil Sedaka""; fly-fishing shop owner Harlan Pepper and his beloved bloodhound ""Hubert""; New Yorker Scott Donlon and his longtime hairdresser partner, Stefan Vanderhoof, who anticipate the crown for their pampered shih tzus ""Miss Agnes"" and ""Tyrone""; and the champion poodle ""Rhapsody in White"" who might just snare the title for the third year running.",94
"['Drama', 'Horror', 'Mystery & Suspense']",2000-08-10T17:00:00-07:00,R,Paramount Pictures,P107M,"
    In this supernatural horror story, Jenna (Angela Bettis), an unstable young woman, gives birth to a girl named Cody who proves to be autistic; unable to care for her properly, she turns Cody over to her sister, psychiatric nurse Maggie O'Connell (Kim Basinger). Maggie raises Cody as her own, but when the child (now played by Holliston Coleman) turns six, Jenna and her new husband Eric (Rufus Sewell) forcibly take back the child. Maggie believes Jenna and Eric are not fit parents, but when she takes the matter up with detective John Travis (Jimmy Smits), they discover that a number of children born on the same day as Cody have also been abducted recently. Even worse, it seems that Cody may now be in the hands of Satanists who, in accordance with Biblical prophecy, believe the little girl may be mankind's last line of defense against ultimate evil. Based on a novel by Cathy Cash Spellman, Bless the Child also stars Christina Ricci and Ian Holm.",3
"['Drama', 'Mystery & Suspense']",2000-02-17T16:00:00-08:00,R,New Line Home Entertainment,P119M,"
    In this drama that explores greed and corruption in American business, Giovanni Ribisi plays Seth Davis, an intelligent and ambitious college dropout who runs a casino in his apartment. Eager to show his father that he can succeed, Seth lands a job with a small stock brokerage firm. He is given a space in the company's ""boiler room,"" where he makes cold calls to prospective clients. As it turns out, Seth has a genuine talent for cold calling, which gains him the approval of his superiors, the admiration of his father, and the attentions of one of his co-workers, Abby Hilliard (Nia Long). However, the higher up the ladder Seth rises, the deeper he sinks into a quagmire of dirty dealings, until he's breaking the law in order to keep his bosses happy and his paychecks coming. The Boiler Room also features Tom Everett Scott, Scott Caan, Jamie Kennedy, Nicky Katt, and Ben Affleck in a cameo as the headhunter who brings Seth into the firm. Ribisi and Scott also appeared together in That Thing You Do; Ribisi was the drummer replaced by Scott, who then led The One-Ders to fictional pop stardom.",67
['Horror'],2000-10-26T17:00:00-07:00,R,Artisan Entertainment,P90M,"
    Adventure and fantastical treasure await a young man on a quest to discover an ancient book whose contents hold the secret to life in this adventure tale from director Rob Reiner and scribe Zoe Green. ~ Jeremy Wheeler, Rovi",14
['Horror'],2000-10-26T17:00:00-07:00,R,Artisan Entertainment,P90M,"
    Adventure and fantastical treasure await a young man on a quest to discover an ancient book whose contents hold the secret to life in this adventure tale from director Rob Reiner and scribe Zoe Green. ~ Jeremy Wheeler, Rovi",14
['Horror'],1999-07-29T17:00:00-07:00,R,Artisan Pictures,P84M,"
    Combining Hi-8 video with black-and-white 16 mm film, this film presents a raw look at what can happen when college students forego common sense and enter the world of voodoo and witchcraft. Presented as a straightforward documentary, the film opens with a title card explaining that in 1994, three students went into the Maryland back woods to do a film project on the Blair Witch incidents. These kids were never seen again, and the film you are about to see is from their recovered equipment, found in the woods a year later. The entire movie documents their adventures leading up to their final minutes. The Blair Witch incident, as we initially learn from the local town elders, is an old legend about a group of witches who tortured and killed several children many years ago. Everyone in town knows the story and they're all sketchy on the details. Out in the woods and away from their parked car (and civilization), what starts as a school exercise turns into a nightmare when the three kids lose their map. Forced to spend extra days finding their way out, the kids then start to hear horrific sounds outside their tents in the pitch-black middle of night. They also find strange artifacts from (what can only be) the Blair Witch, still living in the woods. Frightened, they desperately try to find their way out of the woods, with no luck. Slowly these students start to unravel, knowing they have no way of getting out, no food, and it's getting cold. Each night they are confronted with shrieking and sounds so haunting that they are convinced someone is following them, and they quickly begin to fear for their lives. The film premiered in the midnight movie section at the 1999 Sundance Film Festival. ~ Chris Gore, Rovi",87
"['Drama', 'Romance']",2000-11-16T16:00:00-08:00,PG13,Miramax Films,P106M,"
    A successful and self-absorbed Los Angeles advertising executive switches airline tickets with a stranger just before boarding a long-delayed flight. When the stranger's plane goes down, killing all aboard, the executive has an epiphany. He later decides to track down the widow of the man he switched tickets with, and they soon fall in love; however she is unaware of the true connection between her late husband and this new love of her life.",52
"['Comedy', 'Romance']",2000-06-15T17:00:00-07:00,PG13,Miramax,P93M,"
    In this romantic comedy, good friends change their feelings about each other over the course of their four years in college. Ryan (Freddie Prinze Jr.) and Jennifer (Claire Forlani) have known each other since grade school, though their oil-and-water personalities don't always mesh. Engineering student Ryan focuses on his studies and future career, while Jennifer likes loud music, partying, and not doing her homework. As they suffer their share of disastrous relationships, these two opposites begin to wonder if they were meant to be more than friends. The supporting cast includes Jason Biggs as Ryan's loudmouth roommate Hunter, Amanda Detmer as Jennifer's neurotic pal Amy, Alyson Hannigan as Ryan's sometime girlfriend Betty, and Heather Donahue, who is no worse for wear after her experiences in the Maryland woods in The Blair Witch Project. Director Robert Iscove also worked with Prinze on She's All That (1999).",11
['Comedy'],2000-08-24T17:00:00-07:00,PG13,Universal Pictures,P99M,"
    The hard work, dedication, and personal politics behind ""rah rah rah!"" and ""sis boom bah!"" go under the microscope in this engaging teen comedy. Torrance Shipman (Kirsten Dunst) discovers that being captain of her San Diego high school's six-time championship-winning cheerleading squad is more complicated than she had imagined. Torrance's parents want her to spend more time on her homework, her boyfriend wants her to spend more time with him, and she learns that the squad's former captain stole some of their best routines from other teams -- and that Isis (Gabrielle Union), captain of a top squad at a crosstown, inner-city high school, plans to fight back this year. To make things worse, when one of the cheerleaders is injured, Torrance is forced to replace her with Missy (Eliza Dushku), a cynical new kid who is involved only because the school doesn't offer gymnastics. In the midst of this chaos, with the national championship around the corner, Torrance couldn't have picked a worse time to fall in love with Cliff (Jesse Bradford), a classmate who cares a lot more about punk rock than school spirit. Dunst trained with a cheerleading squad for her role, though a double performed the more complicated stunts. ~ Mark Deming, Rovi",63
"['Action & Adventure', 'Drama']",2000-12-21T16:00:00-08:00,PG13,20th Century Fox,P143M,"
    An exploration of human survival and the ability of fate to alter even the tidiest of lives with one major event, Cast Away tells the story of Chuck Noland (Tom Hanks), a Federal Express engineer who devotes most of his life to his troubleshooting job. His girlfriend Kelly (Helen Hunt) is often neglected by his dedication to work, and his compulsive personality suggests a conflicted man. But on Christmas Eve, Chuck proposes marriage to Kelly right before embarking on a large assignment. On the assignment, a plane crash strands Chuck on a remote island, and his fast-paced life is slowed to a crawl, as he is miles removed from any human contact. Finding solace only in a volleyball that he befriends, Chuck must now learn to endure the emotional and physical stress of his new life, unsure of when he may return to the civilization he knew before. Cast Away reunites star Hanks with director Robert Zemeckis, their first film together since 1994's Oscar-winning Forrest Gump. ~ Jason Clark, Rovi",90
"['Drama', 'Musical & Performing Arts']",2000-05-11T17:00:00-07:00,PG13,Columbia Pictures,P115M,"
    ""Center Stage"" follows the hopes and dreams of a tight-knit group of young dance students as they try to make a name for themselves and become stars in the fiercely competitive world of professional dance. Vibrant and supremely gifted, they are students who devote themselves to their art, sacrificing ordinary pleasures of life to train with the rigor of Olympic athletes. While experiencing the normal joys and sorrows, loves and conflicts of youth, they vie for a place in an ultra-selective professional dance company.",43
['Comedy'],2000-08-10T17:00:00-07:00,R,Artisan Entertainment,P90M,"
    Cecil B. DeMented goes behind the scenes with a group of obsessed cinema terrorists whose goal in life is to avenge the crass sins of commercial movie culture through acts of brazen filmmaking and vigilante outlaw cinema retribution. As the movie begins, the title character and his ""Sprocket Holes"" gang kidnap Honey Whitlock, a beloved Hollywood movie star visiting Baltimore for the premiere of her latest blockbuster. Once Whitlock is their prisoner, DeMented and his horny, tattooed crew immediately go into production on Raving Beauty, the ultimate underground movie in which Whitlock is forced to play the insane owner of a failed art theatre. Armed with lights, cameras, heavy artillery and courage to burn, DeMented and his guerrilla production team wreak havoc on the Baltimore film scene, hitting targets from the Maryland Film Commission to penetrating the high-security set of a major big-budget sequel.",53
"['Horror', 'Mystery & Suspense', 'Science Fiction & Fantasy']",2000-08-17T17:00:00-07:00,R,New Line Cinema,P106M,"
    Within the confines of an abandoned rural farmhouse, Carl Stargher, a psychologically disturbed killer has built The Cell, a glass-encased chamber where he drowns his innocent female victims before continuing a sadistic post-mortem ritual with their bodies. As the FBI finally closes in on the killer, he is rendered comatose by a violent seizure and is ultimately apprehended into their custody, but not before leaving his latest victim alive in The Cell with only forty hours to live. Unfortunately, only Stargher knows where she is. Enter Catherine Deane. Deane, a child therapist, is part of an advanced neurological study at the Campbell Center, a research division of a large pharmaceutical company, where she's been using her empathetic abilities along with breakthrough technology to enter into the mind of a catatonic young boy to help bring him back to his loving parents. While FBI agents Peter Novak and his partner Gordon Ramsey follow clues to uncover the missing girl's whereabouts, the FBI enlist Catherine to use her ""gift"" to embark on an uncharted and perilous journey through Stargher's demented mind.",46
"['Action & Adventure', 'Comedy']",2000-11-02T16:00:00-08:00,PG13,Columbia Pictures,P98M,"
    They're beautiful, they're brilliant, and they work for Charlie. In a smart, sexy update of the 70's TV show, ""Charlie's Angels"" revolves around three female detectives - Natalie the bookworm, Dylan the tough girl, and Alex the class act - as intelligent and multi-talented as they are ravishingly gorgeous and utterly disarming. What can be done when Eric Knox, a soon-to-be billionaire, is kidnapped from his own office at Knox Technologies, and the company is in jeopardy of losing a million dollars? Under the sure hand of their suave playboy boss, notorious for his clever ways of avoiding face-to-face meetings with his employees, the Angels use their feminine charm, high-tech gadgets and hand-to-hand combat to save themselves, Charlie, and thousands of innocent people.",68
"['Horror', 'Mystery & Suspense']",2000-09-30T17:00:00-07:00,R,USA Films,P100M,"
    A serial killer with a difference is on the prowl in a small Virginia town in this darkly comic horror story. Brent Marken (Michael Biehn) is the sheriff of the city of Cherry Falls, a quiet community that suddenly has a big-city problem to contend with when Marken discovers a murderer is on the loose. The killer is targeting teenage girls who attend the local high school -- and his victims are all virgins. This causes no small amount of anxiety for Brent's teenage daughter Jody (Brittany Murphy), who is not as ready for intimacy as her boyfriend Kenny (Gabriel Mann). Brent has personal problems of his own to deal with; his relationship with his wife Marge (Candy Clark) has hit an impasse, and he shares a dark secret with Tom Sisler (Joe Inscoe), the principal of the high school. Cherry Falls marked the American directorial debut for Australian filmmaker Geoffrey Wright; the cast also includes Jay Mohr, Caroline Perreyclear, and Rick Forrester. Cherry Falls enjoyed its first theatrical engagements in the United Kingdom, several months after it was first slated to open in the United States, thanks in part to the difficulty the producers had with the MPAA in securing an R rating for the picture.",50
